team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ARI,2009,ARI,ARI,Team Level,4on5,82,0.12,0.13,0.13,28999,70.2,5.73,3.29,9.63,1.94,21.14,54.33,5.71,5.73,5.71,74,23,24,121,2,1,0,10,0,16,68,72,95,22,61,249,117,49,19,73,21,3,2.25,2.77,0.71,1,1,0,121,97,97,18,0.75,0.18,0.39,6.03,6.03,6.03,427.79,40.63,38.58,90.05,14.33,279.96,150.03,38.66,40.63,38.66,434,188,178,800,40,32,8,87,10,229,224,394,582,34,74,275,45,14,65,466,124,32,12,14.03,14.6,11,12,17,800,622,622,5,9.74,7.39,7.95,42.02,42.02,40.5
ARI,2009,ARI,ARI,Team Level,5on4,82,0.86,0.87,0.86,29149,372.8,42.53,33.91,76.83,12.48,238.38,125.32,39.27,42.53,39.27,380,156,171,707,43,32,9,69,8,192,192,337,493,33,66,271,84,11,67,391,100,45,10.1,11.94,20.49,7,11,25,707,536,536,6,8.65,9.06,9.06,41.67,41.67,39.46,62.25,6.82,3.16,8.26,1.7,17.97,49.15,6.69,6.82,6.69,68,20,16,104,7,5,0,9,1,20,46,61,81,15,41,244,107,53,32,61,17,10,1.73,2.06,3.04,2,1,4,104,88,88,24,0.72,0.89,0.89,6.59,6.59,6.58
FLA,2009,FLA,FLA,Team Level,other,82,0.43,0.46,0.47,11961,143.51,19.72,10.14,28,4.87,78.14,61.13,19.15,19.72,19.15,144,58,60,262,16,10,4,35,3,69,69,128,186,21,47,139,40,24,22,142,36,24,4.73,4.13,10.86,4,1,11,262,202,202,9,2.85,2.63,3.49,19.08,19.08,18.7,164.89,26.34,11.52,30.91,5.37,89.97,66.89,24.53,26.34,24.53,171,60,74,305,26,7,2,40,5,90,63,145,205,14,31,168,33,29,23,147,55,29,4.76,6.64,14.95,5,4,17,305,231,231,11,3.42,2.31,1.93,27.83,27.83,26.06
FLA,2009,FLA,FLA,Team Level,all,82,0.44,0.45,0.46,300490,2302.16,200.36,158.38,505.68,74.2,1307.79,980.65,194.27,200.01,194.01,2331,897,1027,4255,202,161,40,542,66,932,1325,2129,3026,357,891,2323,1810,514,512,2445,624,159,72.74,72.99,54.64,63,75,64,4245.1,3228,3224.49,287,34.86,35.67,36.82,198.33,198.2,194.58,2745.37,252.39,188.06,603.07,87.79,1528.76,1166.93,242.71,253.13,243.43,2802,1025,1403,5230,234,182,53,611,82,1235,1483,2568,3593,388,956,2335,1890,514,538,2914,680,233,88.32,80.53,83.54,76,65,93,5248.34,3827,3844.58,274,41.57,44.51,46.9,247.06,247.75,241.24
FLA,2009,FLA,FLA,Team Level,5on5,82,0.45,0.45,0.46,234731,1746.67,137.61,113.85,394.96,55.59,983.45,753.59,133.93,137.27,133.67,1755,685,765,3205,140,122,28,412,51,676,1039,1615,2300,291,746,1682,1649,430,409,1874,471,95,57.11,54.92,25.57,51,58,31,3195.1,2440,2436.49,248,23.37,25.12,25.66,135.25,135.12,133.54,2086.31,167.21,136.61,476.61,66.13,1156.99,896.45,162.5,167.95,163.22,2144,756,1085,3985,151,135,33,486,56,907,1165,1993,2749,328,827,1695,1714,390,447,2264,501,135,70.51,58.88,37.81,61,51,39,4003.34,2900,2917.58,232,28.05,30.15,31.81,163.46,164.15,161.79
FLA,2009,FLA,FLA,Team Level,4on5,82,0.07,0.09,0.1,24985,43.74,4.12,2.08,5.38,1.31,12.82,36.28,4.06,4.12,4.06,50,12,16,78,5,3,0,4,2,12,36,45,57,18,39,178,85,35,25,43,16,3,1.03,2.13,0.96,1,2,2,78,62,62,24,0.48,0.55,0.55,4.05,4.05,4.04,410.7,51.5,36.18,84.96,13.83,257.26,140.27,48.52,51.5,48.52,401,183,231,815,50,36,16,72,18,219,189,351,534,26,55,271,31,16,35,421,100,63,10.53,12.02,28.95,7,8,35,815,584,584,3,9.24,10.99,12.09,48.64,48.64,46.31
FLA,2009,FLA,FLA,Team Level,5on4,82,0.84,0.85,0.82,28813,368.25,38.92,32.31,77.33,12.42,233.37,129.65,37.12,38.92,37.12,382,142,186,710,41,26,8,91,10,175,181,341,483,27,59,324,36,25,56,386,101,37,9.86,11.81,17.25,7,14,20,710,524,524,6,8.15,7.37,7.12,39.95,39.95,38.31,83.47,7.33,3.76,10.58,2.46,24.55,63.33,7.16,7.33,7.16,86,26,13,125,7,4,2,13,3,19,66,79,105,20,43,201,112,79,33,82,24,6,2.51,2.98,1.84,3,2,2,125,112,112,28,0.87,1.07,1.07,7.13,7.13,7.09
S.J,2009,S.J,S.J,Team Level,other,82,0.51,0.47,0.48,16121,165.8,25.52,11.43,32.1,5.48,88.62,65.18,23.98,25.52,23.98,168,65,67,300,23,14,1,45,3,68,80,145,210,25,61,199,46,29,45,145,56,32,5.42,6.84,13.26,4,6,13,300,233,233,20,3.25,3.73,3.73,24.77,24.77,23.46,178.96,24.25,12.78,35.5,6.06,99.58,72.97,23.21,24.25,23.21,181,72,85,338,22,8,2,42,8,85,88,159,231,17,37,139,41,24,35,164,60,29,5.19,7.32,11.73,6,6,10,338,253,253,7,3.8,2.12,2.12,25.81,25.81,24.82
S.J,2009,S.J,S.J,Team Level,all,82,0.52,0.51,0.51,299905,2594.31,249.23,180.66,595.29,86.87,1438.78,1058.57,237.87,250.33,238.94,2604,1054,1209,4867,257,234,62,589,74,1222,1282,2347,3401,434,1067,2636,1934,563,810,2753,651,254,82.69,79.47,87.06,82,81,94,4899.46,3658,3682.7,377,40.3,56.22,59.3,227.23,227.89,222.13,2538.24,231.13,176.2,568.39,82.89,1417.46,1061.36,222.62,231.14,222.59,2571,1001,1062,4634,209,197,45,643,61,1096,1366,2362,3363,413,1012,2104,1997,576,755,2705,655,212,79.23,79.64,72.26,59,71,79,4608.21,3572,3551.74,348,39.5,37.81,39.28,229.07,228.94,223.59
S.J,2009,S.J,S.J,Team Level,5on5,82,0.51,0.51,0.51,227249,1901.06,158.74,124.85,455.68,63.29,1044.17,792.56,153.04,159.84,154.1,1895,777,897,3569,165,159,45,443,58,888,959,1730,2507,361,904,1818,1751,442,644,2076,455,141,62.96,55.84,39.94,60,63,42,3601.46,2672,2696.7,310,25.72,34.46,36.64,145.86,146.52,144.36,1864.61,150.27,120.64,432.85,59.88,1031.61,795.25,146.28,150.28,146.26,1887,725,778,3390,134,135,35,488,45,793,1017,1753,2478,354,885,1511,1784,447,596,2031,455,126,59.71,55.16,35.4,41,48,45,3364.21,2612,2591.74,295,24.82,27.52,28.84,144.82,144.69,142.95
S.J,2009,S.J,S.J,Team Level,4on5,82,0.11,0.12,0.13,29165,66.26,5.99,3.04,9.33,1.93,20.08,50.7,5.82,5.99,5.82,65,27,12,104,7,7,0,7,1,12,58,58,85,25,56,309,102,64,40,70,14,8,2.05,1.71,2.22,2,1,4,104,92,92,36,0.71,0.93,0.93,5.71,5.71,5.66,428.56,50.69,39.5,91.14,15.07,267.12,140.19,47.24,50.69,47.24,431,183,172,786,45,52,7,107,8,207,195,386,569,32,70,244,67,27,88,439,122,53,12.28,14.5,23.92,11,11,23,786,614,614,15,10.12,7.71,7.9,52.25,52.25,49.64
S.J,2009,S.J,S.J,Team Level,5on4,82,0.91,0.88,0.88,27370,461.19,58.99,41.34,98.18,16.17,285.91,150.12,55.03,58.99,55.03,476,185,233,894,62,54,16,94,12,254,185,414,599,23,46,310,35,28,81,462,126,73,12.26,15.08,31.64,16,11,35,894,661,661,11,10.62,17.1,18,50.9,50.9,48.65,66.12,5.92,3.27,8.9,1.87,19.15,52.95,5.88,5.92,5.88,72,21,27,120,8,2,1,6,0,11,66,64,85,10,20,210,105,78,36,71,18,4,2.05,2.66,1.2,1,6,1,120,93,93,31,0.76,0.47,0.42,6.2,6.2,6.18
STL,2009,STL,STL,Team Level,other,82,0.5,0.48,0.49,12790,167.39,26.66,12.16,32.64,5.57,91.92,66.04,25.52,26.66,25.52,165,70,72,307,20,11,1,38,5,78,83,145,215,21,69,179,38,35,34,146,54,35,5.35,6.61,14.71,11,2,7,307,235,235,17,3.45,3.8,3.8,26.31,26.31,25.59,178.81,26.66,11.84,34.37,5.67,92.92,75.55,25.77,26.66,25.77,182,65,91,338,29,7,2,49,7,77,78,153,218,10,37,178,66,28,32,155,59,33,5.44,7.13,14.08,4,10,15,338,247,247,9,3.35,2.06,2.85,27.15,27.15,26.34
STL,2009,STL,STL,Team Level,all,82,0.48,0.5,0.5,300124,2466.64,215.86,170.49,555.79,79.45,1392.78,1019.62,209.34,216.78,210.23,2445,989,1097,4531,218,175,32,521,77,1093,1351,2227,3216,466,1206,2352,1760,547,548,2627,617,190,75.66,74.13,66.08,89,63,66,4537.46,3434,3444.05,289,38,36.99,37.55,216.31,217.14,213.51,2499.56,229.93,171.83,559.36,80.12,1389.81,1030.96,220.54,229.99,220.62,2474,988,1055,4517,218,157,32,530,73,1185,1299,2256,3244,437,1164,2464,1724,532,625,2575,681,206,75.5,81.36,73.07,73,80,65,4510.7,3462,3458.67,335,38.53,33.43,34.79,233.68,233.62,226.47
STL,2009,STL,STL,Team Level,5on5,82,0.49,0.51,0.5,225399,1809.13,136.32,117.44,424.63,57.69,1012.62,760.31,133.59,137.23,134.48,1792,717,787,3296,144,110,23,388,60,784,1024,1648,2365,397,1022,1635,1562,406,411,1970,446,93,57.5,53.4,25.42,65,50,29,3302.46,2509,2519.05,233,24.16,21.35,22.05,138.41,139.25,137.83,1790.74,140.08,116.3,419.08,57.06,983.47,757,135.73,140.14,135.8,1768,705,718,3191,143,110,23,382,53,828,957,1625,2330,375,1012,1692,1497,410,485,1894,485,94,56.28,58.27,25.53,57,65,21,3184.7,2473,2469.67,285,24.03,22.76,23.66,140.45,140.39,137.93
STL,2009,STL,STL,Team Level,4on5,82,0.08,0.11,0.12,32965,68.6,5.27,3.03,9.39,1.98,20.38,54.95,5.15,5.27,5.15,78,17,12,107,5,5,2,8,1,21,55,73,90,18,38,252,105,85,33,73,18,4,1.87,2.22,1.18,3,1,1,107,95,95,32,0.71,1.04,1.04,4.92,4.92,4.91,474.69,57.78,41.13,98.71,15.89,297.23,156.27,53.63,57.78,53.63,466,201,223,890,40,40,7,97,12,267,211,426,627,31,67,348,64,25,66,473,123,71,12.24,14.32,31.22,11,4,25,890,667,667,3,10.57,8.62,8.29,60.07,60.07,56.21
STL,2009,STL,STL,Team Level,5on4,82,0.9,0.89,0.89,28970,421.53,47.62,37.86,89.12,14.2,267.86,138.32,45.08,47.62,45.08,410,185,226,821,49,49,6,87,11,210,189,361,546,30,77,286,55,21,70,438,99,58,10.95,11.91,24.77,10,10,29,821,595,595,7,9.69,10.79,10.66,46.65,46.65,45.17,55.32,5.41,2.56,7.19,1.51,16.18,42.14,5.41,5.41,5.41,58,17,23,98,6,0,0,2,1,13,53,52,69,21,48,246,97,69,42,53,14,8,1.54,1.63,2.23,1,1,4,98,75,75,38,0.59,0,0,6,6,5.99
PHI,2009,PHI,PHI,Team Level,other,82,0.55,0.54,0.54,15968,176.48,28.67,12.42,32.62,5.7,90.27,70.31,27.1,28.67,27.1,162,78,75,315,24,12,4,38,4,86,76,138,216,15,33,175,55,34,32,140,61,39,4.88,7.22,16.58,5,3,16,315,240,240,21,3.46,3.44,3.44,28.7,28.7,27.44,144.98,23.48,10.3,28.19,5.04,78.62,56.37,22.08,23.48,22.08,139,63,70,272,18,10,4,30,5,64,75,121,184,15,36,173,63,26,29,126,47,29,4.22,5.89,13.37,2,3,13,272,202,202,13,2.94,3.5,3.79,22.63,22.63,22.05
PHI,2009,PHI,PHI,Team Level,all,82,0.53,0.51,0.52,298160,2599.36,255.08,180.19,580.91,83.89,1402.98,1086.95,245.23,255.59,245.76,2589,1001,1199,4789,232,204,49,589,88,1111,1366,2357,3358,487,1260,2415,1807,559,664,2614,713,263,77.99,86.85,90.24,64,76,92,4801.21,3590,3598.04,436,40.17,47.75,48.9,246.35,247,241.29,2357.98,226.61,157.36,528.95,76.32,1292.35,988.47,218.14,227.17,218.65,2348,923,1254,4525,222,180,49,540,77,1025,1227,2126,3049,474,1197,2408,1686,615,683,2452,577,242,70.15,69.32,87.15,61,68,93,4516.98,3271,3268.43,422,35.03,43.84,44.41,217.18,217.46,212.13
PHI,2009,PHI,PHI,Team Level,5on5,82,0.52,0.51,0.52,223027,1898.83,162.38,124.6,444.61,61.18,1019.6,807.62,157.63,162.89,158.17,1889,731,882,3502,141,146,30,443,64,800,1026,1748,2479,426,1122,1711,1615,423,506,1971,501,148,59.59,61.1,41.69,47,53,41,3514.2,2620,2628.04,348,25.76,30.92,31.22,156.91,157.55,155.23,1774.31,147.45,112.25,414.13,56.52,962.56,760.15,143.99,147.99,144.5,1782,672,918,3372,143,138,35,433,56,736,948,1639,2311,419,1076,1676,1489,469,525,1884,429,141,55.4,51.45,40.6,47,49,47,3363.98,2454,2451.43,347,23.11,30.65,31.35,139.14,139.42,137.94
PHI,2009,PHI,PHI,Team Level,4on5,82,0.1,0.13,0.15,30264,67.48,5.74,3.07,8.36,1.97,18.57,60.29,5.52,5.74,5.52,73,25,20,118,5,3,1,10,1,16,63,68,93,20,48,233,84,80,62,74,19,5,2.04,2.31,1.39,0,3,2,118,98,98,58,0.71,0.67,0.67,5.78,5.78,5.73,391.35,52.15,32.91,80.15,12.8,238.54,129.46,48.53,52.15,48.53,371,175,245,791,54,31,10,71,14,214,162,317,492,23,48,307,45,30,67,386,94,66,9.16,11.22,31.76,10,15,29,791,546,546,6,8.54,9.67,9.24,51.44,51.44,48.18
PHI,2009,PHI,PHI,Team Level,5on4,82,0.94,0.9,0.9,28901,456.58,58.29,40.1,95.31,15.03,274.54,148.74,54.98,58.29,54.98,465,167,222,854,62,43,14,98,19,209,201,403,570,26,57,296,53,22,64,429,132,71,11.49,16.22,30.57,12,17,33,854,632,632,9,10.25,12.72,13.57,54.96,54.96,52.89,47.34,3.55,1.89,6.48,1.95,12.64,42.49,3.54,3.55,3.54,56,13,21,90,7,1,0,6,2,11,42,49,62,17,37,252,89,90,62,56,7,6,1.36,0.76,1.42,2,1,4,90,69,69,56,0.45,0.02,0.02,3.97,3.97,3.96
CHI,2009,CHI,CHI,Team Level,other,82,0.52,0.59,0.59,10647,185.88,24.34,12.05,37.14,6.47,94.79,78.2,22.96,24.34,22.96,193,60,86,339,21,12,2,42,10,83,85,172,232,10,23,159,44,27,26,166,56,31,6.03,6.98,11.34,5,6,10,339,253,253,9,3.45,2.89,2.95,24.84,24.84,23.74,130.51,22.47,9.23,24.05,4.24,65.55,50.45,21.36,22.47,21.36,125,51,63,239,17,8,1,26,2,58,65,108,159,18,47,149,42,32,20,97,48,31,3.29,5.86,13.32,4,3,10,239,176,176,11,2.64,2.45,2.85,22.26,22.26,21.28
CHI,2009,CHI,CHI,Team Level,all,82,0.57,0.56,0.57,300754,2734.11,248.64,186.06,596.08,88.41,1511.77,1150.05,240.59,251.38,243.28,2799,982,1198,4979,262,156,59,635,89,1160,1479,2537,3519,340,834,2340,1555,683,550,2813,755,213,82.13,90.43,76.09,77,96,89,5078.79,3781,3842.43,321,41.18,40.77,42.96,246.86,249.6,244.82,2033.46,190.17,140.55,451.26,67.44,1112.8,833.03,183.79,188.7,182.39,2058,741,1067,3866,203,142,40,427,56,852,1120,1855,2596,376,878,2126,1901,554,515,2055,567,177,61.67,69.77,58.73,69,72,62,3797,2799,2758.97,313,31.28,31.31,33.12,188.14,186.69,182.9
CHI,2009,CHI,CHI,Team Level,5on5,82,0.57,0.57,0.58,238538,2086.31,167.55,135,472.68,67.31,1156.11,892.35,163.3,170.29,165.98,2145,746,894,3785,178,107,43,502,65,873,1166,1967,2713,284,713,1697,1377,533,442,2197,578,116,64.94,68.28,34.33,60,74,44,3884.79,2891,2952.43,267,27.73,25.49,27.97,167.31,170.05,167.84,1532.86,127.88,99.86,352.1,50.16,835.18,642.09,124.86,126.41,123.46,1558,553,799,2910,149,97,32,336,49,609,872,1409,1962,321,751,1571,1714,444,420,1594,414,103,49.12,50.81,27.96,59,54,36,2841,2111,2070.97,267,20.62,20.3,22.11,126.19,124.74,123.47
CHI,2009,CHI,CHI,Team Level,4on5,82,0.21,0.15,0.17,24958,73.79,9.45,3.94,9.08,1.99,21.13,51.4,9.35,9.45,9.35,77,20,13,110,13,2,0,10,6,12,54,64,84,18,36,195,80,94,40,55,27,15,1.6,3.56,4.29,1,9,3,110,97,97,38,0.92,0.77,0.77,9.59,9.59,9.58,330.57,36.39,29.7,69.52,11.91,200.38,112.1,34.2,36.39,34.2,338,122,187,647,34,34,7,60,4,177,151,304,426,19,38,222,48,17,44,327,94,39,8.16,11.83,16.4,6,12,16,647,460,460,6,7.61,7.92,7.53,36.46,36.46,34.94
CHI,2009,CHI,CHI,Team Level,5on4,82,0.93,0.91,0.91,26611,388.12,47.29,35.06,77.17,12.63,239.73,128.11,44.98,47.29,44.98,384,156,205,745,50,35,14,81,8,192,174,334,490,28,62,289,54,29,42,395,94,51,9.56,11.6,26.12,11,7,32,745,540,540,7,9.09,11.62,11.27,45.11,45.11,43.66,39.52,3.44,1.75,5.59,1.13,11.69,28.39,3.38,3.44,3.38,37,15,18,70,3,3,0,5,1,8,32,34,49,18,42,184,97,61,31,37,11,4,1.11,1.27,1.06,0,3,0,70,52,52,29,0.41,0.63,0.63,3.22,3.22,3.22
BOS,2009,BOS,BOS,Team Level,other,82,0.56,0.55,0.54,10407,177.06,21.83,11.64,37.94,5.95,93.18,75.52,21.25,21.83,21.25,185,62,66,313,20,10,3,39,6,84,88,165,227,17,39,177,60,14,12,171,58,18,5.15,7.46,9.22,3,7,10,313,247,247,6,3.28,3.18,3.53,21.52,21.52,21.16,155.55,17.46,10.52,32.24,5.14,83.32,65.31,16.68,17.46,16.68,169,45,44,258,16,6,1,42,5,59,86,153,198,17,45,156,50,21,30,146,48,20,4.78,5.87,6.82,5,6,5,258,214,214,18,2.95,1.65,1.86,18.56,18.56,17.93
BOS,2009,BOS,BOS,Team Level,all,82,0.52,0.53,0.52,301952,2534.03,209.4,163.24,584.62,83.17,1394.14,1095.49,202.39,210.68,203.63,2599,932,1155,4686,196,132,32,595,78,1105,1425,2403,3335,350,877,2441,1935,387,475,2715,643,173,72.64,78.43,58.33,68,74,54,4712.18,3531,3543.06,247,35.85,31.42,34.53,210.67,211.83,207.46,2346.99,193.17,152.29,537.17,75.22,1275.61,1004.54,186.79,193.12,186.77,2445,793,972,4210,191,141,36,548,48,900,1410,2254,3047,350,855,2199,1904,472,575,2479,584,175,66.59,69.5,57.09,58,76,57,4200.68,3238,3241.15,319,33.52,33.93,34.93,191.77,191.68,188.3
BOS,2009,BOS,BOS,Team Level,5on5,82,0.52,0.53,0.52,241710,1951.4,143.89,119.45,467.15,63.66,1075.45,846.38,140.44,145.16,141.7,1995,721,910,3626,132,91,18,484,60,846,1103,1863,2584,291,752,1836,1710,312,390,2127,484,105,57.05,58.36,28.48,56,51,25,3652.18,2716,2728.06,208,24.52,18.61,21.4,147.01,148.17,145.97,1784.87,130.9,108.36,426.33,57.37,971.24,770.81,127.53,130.85,127.5,1845,620,797,3262,139,95,25,432,33,669,1097,1706,2326,298,740,1594,1739,388,447,1940,424,101,52.75,50.09,28.05,49,59,31,3252.68,2465,2468.15,271,22.18,20.67,21.82,131.25,131.16,129.54
BOS,2009,BOS,BOS,Team Level,4on5,82,0.19,0.18,0.19,25772,81.26,9.27,3.87,10.35,2.59,22.53,62.4,8.88,9.27,8.88,82,29,17,128,5,8,1,10,3,13,72,77,106,22,46,211,126,51,30,72,26,13,1.88,3.63,3.76,2,1,2,128,111,111,25,0.89,1.78,1.78,8.38,8.38,8.31,348.52,39.57,30.89,71.3,11.07,205.15,116.02,37.43,39.57,37.43,358,116,122,596,33,37,9,64,7,163,170,325,441,26,52,245,43,15,78,333,92,49,7.73,11.06,20.78,4,10,19,596,474,474,15,7.81,11.12,10.75,36.64,36.64,35.52
BOS,2009,BOS,BOS,Team Level,5on4,82,0.87,0.87,0.84,24063,324.31,34.42,28.28,69.16,10.97,202.97,111.19,31.82,34.42,31.82,337,120,162,619,39,23,10,62,9,162,162,298,418,20,40,217,39,10,43,345,75,37,8.56,8.98,16.88,7,15,17,619,457,457,8,7.16,7.85,7.82,33.76,33.76,32.01,58.05,5.24,2.53,7.32,1.63,15.89,52.4,5.15,5.24,5.15,73,12,9,94,3,3,1,10,3,9,57,70,82,9,18,204,72,48,20,60,20,5,1.32,2.48,1.44,0,1,2,94,85,85,15,0.58,0.5,0.5,5.33,5.33,5.31
N.J,2009,N.J,N.J,Team Level,other,82,0.66,0.56,0.59,11179,149.37,29.91,10.31,27.92,4.98,79.78,54.09,27.58,29.91,27.58,158,49,48,255,22,9,2,30,3,68,75,136,185,8,27,108,32,26,22,117,54,36,4.14,6.69,19.08,1,4,17,255,207,207,8,3.02,3.7,3.74,29.2,29.2,28.24,105.9,15.29,6.71,20.46,3.35,54.27,43.93,13.95,15.29,13.95,113,31,53,197,11,6,0,22,2,50,53,102,133,12,27,136,46,18,25,88,38,18,3.05,4.68,7.56,3,3,5,197,144,144,9,1.88,1.5,1.5,15.67,15.67,14.35
N.J,2009,N.J,N.J,Team Level,all,82,0.53,0.52,0.53,299400,2357.2,214.02,156.69,530.76,76.54,1304.69,991.3,206.07,215.38,207.34,2459,815,943,4217,216,137,33,558,76,966,1321,2243,3058,314,793,2098,1600,486,695,2482,611,181,73.17,73.07,67.8,75,71,70,4245.95,3274,3297.33,354,34.53,31.94,33.94,214.61,215.65,211.1,2148.66,192.63,140.08,484.01,68.97,1159.91,915.39,185.71,192.45,185.56,2213,748,963,3924,186,135,29,392,42,863,1343,2027,2775,349,852,2146,1860,568,535,2199,578,184,63.73,68.2,60.69,68,54,64,3917.96,2961,2953.33,277,30.61,31.3,32.65,190.59,190.39,186.16
N.J,2009,N.J,N.J,Team Level,5on5,82,0.51,0.51,0.52,240857,1824.41,141.04,114.98,426.84,59.14,1007.08,787.92,137.29,142.4,138.56,1890,647,735,3272,144,100,23,442,59,719,1073,1746,2393,277,705,1549,1454,377,558,1986,455,96,59.71,53.91,27.42,63,56,25,3300.95,2537,2560.33,308,23.54,21.34,22.66,141.92,142.96,141.07,1714.68,135.75,106.56,399.28,54.53,924.15,738.73,132.14,135.57,131.99,1762,597,784,3143,130,102,21,305,32,682,1108,1632,2229,300,740,1612,1700,456,425,1808,443,108,52.54,52.2,31.01,55,44,31,3136.96,2359,2351.33,249,21.9,22.92,23.98,133.67,133.47,131.99
N.J,2009,N.J,N.J,Team Level,4on5,82,0.13,0.16,0.17,22807,57.94,5.61,2.72,8.54,1.93,17.15,42.05,5.51,5.61,5.51,66,12,15,93,4,4,1,9,3,5,53,62,74,8,16,193,68,60,37,57,13,8,1.7,1.53,2.37,1,0,3,93,78,78,34,0.63,0.85,0.88,5.36,5.36,5.33,273.95,36.76,24.35,56.9,9.38,165.3,91.31,34.97,36.76,34.97,281,103,118,502,40,23,6,59,7,126,129,241,344,15,30,208,37,20,64,249,82,53,6.71,9.26,20.8,10,4,26,502,384,384,2,6.25,6.06,6.35,36.66,36.66,35.3
N.J,2009,N.J,N.J,Team Level,5on4,82,0.89,0.88,0.86,24557,325.48,37.47,28.67,67.46,10.48,200.68,107.23,35.68,37.47,35.68,345,107,145,597,46,24,7,77,11,174,120,299,406,21,45,248,46,23,78,322,89,41,7.6,10.93,18.93,10,11,25,597,452,452,4,7.33,6.04,6.66,38.14,38.14,36.45,54.13,4.82,2.46,7.38,1.72,16.2,41.42,4.65,4.82,4.65,57,17,8,82,5,4,2,6,1,5,53,52,69,22,55,190,77,74,21,54,15,5,1.43,2.07,1.32,0,3,2,82,74,74,17,0.58,0.82,0.82,4.59,4.59,4.52
